,date,state,abbrev,population,positive,active,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,lastUpdateEt,death,hospitalized,bedsPerThousand,total_beds
1806,2020-04-13,Maine,ME,1345790,698.0,679.0,22.0,124.0,,,273.0,A,4/13/2020 11:45,19.0,124.0,2.5,3364.475
1807,2020-04-13,Michigan,MI,10045029,25635.0,24033.0,3986.0,,1570.0,1365.0,447.0,B,4/13/2020 11:00,1602.0,,2.5,25112.572500000002
1808,2020-04-13,Minnesota,MN,5700671,1650.0,1551.0,157.0,361.0,74.0,,772.0,A,4/12/2020 17:00,70.0,361.0,2.5,14251.677500000002
1809,2020-04-13,Missouri,MO,6169270,4388.0,4274.0,988.0,,,,0.0,A,4/13/2020 15:00,114.0,,3.1,19124.737
1810,2020-04-13,Mississippi,MS,2989260,2942.0,2844.0,,549.0,124.0,84.0,0.0,A,4/13/2020 00:00,98.0,549.0,4.0,11957.04
1811,2020-04-13,Montana,MT,1086759,394.0,387.0,21.0,47.0,,,171.0,A,4/13/2020 13:11,7.0,47.0,3.3,3586.3046999999997
1812,2020-04-13,North Carolina,NC,10611862,4816.0,4730.0,313.0,,,,0.0,A,4/13/2020 11:00,86.0,,2.1,22284.9102
1813,2020-04-13,North Dakota,ND,761723,331.0,323.0,13.0,40.0,,,127.0,B,4/13/2020 13:00,8.0,40.0,4.3,3275.4089
1814,2020-04-13,Nebraska,NE,1952570,814.0,797.0,,,,,0.0,A,4/13/2020 20:03,17.0,,3.6,7029.2519999999995
1815,2020-04-13,New Hampshire,NH,1371246,985.0,962.0,,152.0,,,239.0,B,4/13/2020 09:00,23.0,152.0,2.1,2879.6166000000003
1816,2020-04-13,New Jersey,NJ,8936574,64584.0,62141.0,7781.0,,1886.0,1611.0,0.0,A,4/13/2020 14:00,2443.0,,2.4,21447.7776
1817,2020-04-13,New Mexico,NM,2096640,1245.0,1236.0,80.0,,,,295.0,A,4/13/2020 00:00,26.0,,1.8,3773.9519999999998
1818,2020-04-13,Nevada,NV,3139658,2971.0,2857.0,,,,,0.0,A,4/13/2020 10:00,114.0,,2.1,6593.2818
1819,2020-04-13,New York,NY,19440469,195031.0,185691.0,18825.0,42637.0,5156.0,,23887.0,A,4/13/2020 00:00,10056.0,42637.0,2.7,52489.2663
1820,2020-04-13,Ohio,OH,11747694,6975.0,6701.0,,2033.0,,,0.0,B,4/13/2020 14:00,274.0,2033.0,2.8,32893.5432
1821,2020-04-13,Oklahoma,OK,3954821,2069.0,1970.0,383.0,457.0,191.0,,865.0,B,4/13/2020 08:00,99.0,457.0,2.8,11073.4988
1822,2020-04-13,Oregon,OR,4301089,1584.0,1531.0,321.0,369.0,96.0,50.0,0.0,A,4/13/2020 11:00,53.0,369.0,1.6,6881.7424
1823,2020-04-13,Pennsylvania,PA,12820878,24199.0,23675.0,2243.0,,,669.0,0.0,A,4/13/2020 12:00,524.0,,2.9,37180.5462
1824,2020-04-13,Rhode Island,RI,1056161,2976.0,2602.0,197.0,331.0,50.0,26.0,135.0,B,4/13/2020 00:00,73.0,331.0,2.1,2217.9381000000003
1825,2020-04-13,South Carolina,SC,5210095,3319.0,3237.0,,496.0,,,0.0,B,4/13/2020 17:26,82.0,496.0,2.4,12504.228000000001
1826,2020-04-13,South Dakota,SD,903027,868.0,862.0,,44.0,,,207.0,A,4/12/2020 18:00,6.0,44.0,4.8,4334.5296
1827,2020-04-13,Tennessee,TN,6897576,5610.0,5501.0,,579.0,,,1671.0,A,4/13/2020 15:00,109.0,579.0,2.9,20002.9704
1828,2020-04-13,Texas,TX,29472295,13906.0,13970.0,1176.0,,,,2269.0,A,4/13/2020 12:45,287.0,,2.3,67786.27849999999
1829,2020-04-13,Utah,UT,3282115,2363.0,2350.0,,201.0,,,218.0,A,4/13/2020 15:00,18.0,201.0,1.8,5907.807
1830,2020-04-13,Virginia,VA,8626207,5747.0,5598.0,1238.0,,428.0,302.0,0.0,A,4/13/2020 09:00,149.0,,2.1,18115.0347
1831,2020-04-13,Vermont,VT,628061,748.0,720.0,33.0,,,,15.0,A,4/13/2020 09:05,28.0,,2.1,1318.9281
1832,2020-04-13,Washington,WA,7797095,10941.0,10415.0,527.0,,166.0,,0.0,C,4/13/2020 00:00,526.0,,1.7,13255.0615
1833,2020-04-13,Wisconsin,WI,5851754,3428.0,3274.0,442.0,993.0,175.0,,0.0,A,4/13/2020 00:00,154.0,993.0,2.1,12288.6834
1834,2020-04-13,West Virginia,WV,1778070,626.0,603.0,95.0,164.0,43.0,23.0,85.0,B,4/13/2020 17:00,9.0,164.0,3.8,6756.665999999999
1835,2020-04-13,Wyoming,WY,567025,275.0,274.0,,41.0,,,138.0,A,4/13/2020 15:19,1.0,41.0,3.5,1984.5874999999999
1836,2020-04-12,Alaska,AK,734002,272.0,264.0,,31.0,,,66.0,A,4/12/2020 14:50,8.0,31.0,2.2,1614.8044
1837,2020-04-12,Alabama,AL,4908621,3525.0,3432.0,,437.0,,,0.0,B,4/12/2020 00:00,93.0,437.0,3.1,15216.725100000001
1838,2020-04-12,Arkansas,AR,3038999,1280.0,1253.0,74.0,130.0,,30.0,367.0,A,4/12/2020 11:33,27.0,130.0,3.2,9724.7968
1839,2020-04-12,Arizona,AZ,7378494,3539.0,3424.0,,,,,0.0,B,4/12/2020 00:00,115.0,,1.9,14019.138599999998
1840,2020-04-12,California,CA,39937489,21794.0,21143.0,5234.0,,1539.0,,0.0,B,4/11/2020 00:00,651.0,,1.8,71887.4802
1841,2020-04-12,Colorado,CO,5845526,6893.0,6619.0,822.0,1376.0,,,0.0,A,4/11/2020 00:00,274.0,1376.0,1.9,11106.499399999999
1842,2020-04-12,Connecticut,CT,3563077,12035.0,11481.0,1654.0,,,,0.0,A,4/12/2020 16:00,554.0,,2.0,7126.154
1843,2020-04-12,District of Columbia,DC,720687,1875.0,1825.0,,,,,493.0,A,4/11/2020 00:00,50.0,,4.4,3171.0228
1844,2020-04-12,Delaware,DE,982895,1479.0,1590.0,190.0,,,,191.0,A,4/11/2020 13:30,33.0,,2.2,2162.369
1845,2020-04-12,Florida,FL,21992985,19355.0,18890.0,,2772.0,,,0.0,A,4/12/2020 11:23,465.0,2772.0,2.6,57181.761000000006
1846,2020-04-12,Georgia,GA,10736059,12452.0,12019.0,,2505.0,,,0.0,A,4/12/2020 11:27,433.0,2505.0,2.4,25766.541599999997
1847,2020-04-12,Hawaii,HI,1412687,486.0,490.0,,44.0,,,300.0,A,4/11/2020 18:00,8.0,44.0,1.9,2684.1052999999997
1848,2020-04-12,Iowa,IA,3179849,1587.0,1546.0,129.0,,55.0,30.0,674.0,A,4/12/2020 00:00,41.0,,3.0,9539.547
1849,2020-04-12,Idaho,ID,1826156,1407.0,1380.0,,131.0,,,0.0,A,4/11/2020 19:00,27.0,131.0,1.9,3469.6964
1850,2020-04-12,Illinois,IL,12659682,20852.0,20132.0,3680.0,,1166.0,821.0,0.0,A,4/12/2020 00:00,720.0,,2.5,31649.205
1851,2020-04-12,Indiana,IN,6745354,7928.0,7585.0,,,820.0,497.0,0.0,B,4/11/2020 11:59,343.0,,2.7,18212.455800000003
1852,2020-04-12,Kansas,KS,2910357,1337.0,1281.0,,298.0,,,0.0,B,4/12/2020 12:00,56.0,298.0,3.3,9604.1781
1853,2020-04-12,Kentucky,KY,4499692,1840.0,1866.0,271.0,459.0,105.0,,464.0,A,4/11/2020 17:00,94.0,459.0,3.2,14399.0144
1854,2020-04-12,Louisiana,LA,4645184,20595.0,19755.0,2084.0,,,458.0,0.0,A,4/12/2020 13:00,840.0,,3.3,15329.1072
1855,2020-04-12,Massachusetts,MA,6976597,25381.0,24325.0,2514.0,2514.0,,,0.0,B,4/12/2020 16:00,1056.0,2514.0,2.3,16046.173099999998
1856,2020-04-12,Maryland,MD,6083116,8225.0,7989.0,,1860.0,,,456.0,A,4/12/2020 10:00,235.0,1860.0,1.9,11557.920399999999
1857,2020-04-12,Maine,ME,1345790,633.0,614.0,,120.0,,,266.0,A,4/12/2020 10:30,19.0,120.0,2.5,3364.475
1858,2020-04-12,Michigan,MI,10045029,24638.0,22765.0,3636.0,,1582.0,1441.0,433.0,B,4/12/2020 11:00,1487.0,,2.5,25112.572500000002
1859,2020-04-12,Minnesota,MN,5700671,1621.0,1551.0,157.0,361.0,74.0,,772.0,A,4/11/2020 21:00,70.0,361.0,2.5,14251.677500000002
1860,2020-04-12,Missouri,MO,6169270,4160.0,4050.0,988.0,,,,0.0,A,4/12/2020 15:00,110.0,,3.1,19124.737
1861,2020-04-12,Mississippi,MS,2989260,2781.0,2685.0,,548.0,,,0.0,A,4/11/2020 19:00,96.0,548.0,4.0,11957.04
1862,2020-04-12,Montana,MT,1086759,387.0,381.0,22.0,47.0,,,169.0,A,4/12/2020 10:21,6.0,47.0,3.3,3586.3046999999997
1863,2020-04-12,North Carolina,NC,10611862,4520.0,4439.0,331.0,,,,0.0,A,4/12/2020 10:45,81.0,,2.1,22284.9102
1864,2020-04-12,North Dakota,ND,761723,308.0,301.0,12.0,39.0,,,121.0,B,4/12/2020 12:58,8.0,39.0,4.3,3275.4089
1865,2020-04-12,Nebraska,NE,1952570,791.0,774.0,,,,,0.0,A,4/12/2020 13:40,17.0,,3.6,7029.2519999999995
1866,2020-04-12,New Hampshire,NH,1371246,929.0,906.0,,146.0,,,236.0,B,4/11/2020 09:00,23.0,146.0,2.1,2879.6166000000003
1867,2020-04-12,New Jersey,NJ,8936574,61850.0,59500.0,7604.0,,1914.0,1644.0,0.0,A,4/12/2020 13:00,2350.0,,2.4,21447.7776
1868,2020-04-12,New Mexico,NM,2096640,1174.0,1219.0,78.0,,,18.0,235.0,A,4/11/2020 00:00,20.0,,1.8,3773.9519999999998
1869,2020-04-12,Nevada,NV,3139658,2836.0,2724.0,282.0,,,,0.0,A,4/12/2020 10:30,112.0,,2.1,6593.2818
1870,2020-04-12,New York,NY,19440469,188694.0,179648.0,18707.0,42594.0,5198.0,,23887.0,A,4/12/2020 00:00,9385.0,42594.0,2.7,52489.2663
1871,2020-04-12,Ohio,OH,11747694,6604.0,6351.0,,1948.0,,,0.0,B,4/12/2020 14:00,253.0,1948.0,2.8,32893.5432
1872,2020-04-12,Oklahoma,OK,3954821,1970.0,1874.0,383.0,446.0,191.0,,865.0,B,4/12/2020 08:00,96.0,446.0,2.8,11073.4988
1873,2020-04-12,Oregon,OR,4301089,1527.0,1475.0,295.0,359.0,81.0,52.0,0.0,A,4/12/2020 11:00,52.0,359.0,1.6,6881.7424
1874,2020-04-12,Pennsylvania,PA,12820878,22833.0,22326.0,2097.0,,,649.0,0.0,A,4/12/2020 12:00,507.0,,2.9,37180.5462
1875,2020-04-12,Rhode Island,RI,1056161,2665.0,2602.0,201.0,,50.0,26.0,35.0,B,4/12/2020 00:00,63.0,,2.1,2217.9381000000003
1876,2020-04-12,South Carolina,SC,5210095,3319.0,3237.0,,496.0,,,0.0,B,4/12/2020 15:30,82.0,496.0,2.4,12504.228000000001
1877,2020-04-12,South Dakota,SD,903027,730.0,724.0,,43.0,,,197.0,A,4/11/2020 18:00,6.0,43.0,4.8,4334.5296
1878,2020-04-12,Tennessee,TN,6897576,5308.0,5402.0,,567.0,,,1504.0,A,4/11/2020 15:00,101.0,567.0,2.9,20002.9704
1879,2020-04-12,Texas,TX,29472295,13484.0,13394.0,1338.0,,,,2014.0,A,4/11/2020 21:00,271.0,,2.3,67786.27849999999
1880,2020-04-12,Utah,UT,3282115,2303.0,2285.0,,195.0,,,0.0,A,4/12/2020 15:00,18.0,195.0,1.8,5907.807
1881,2020-04-12,Virginia,VA,8626207,5274.0,5133.0,751.0,,440.0,294.0,0.0,A,4/11/2020 17:00,141.0,,2.1,18115.0347
1882,2020-04-12,Vermont,VT,628061,727.0,700.0,34.0,,,,15.0,A,4/12/2020 00:00,27.0,,2.1,1318.9281
1883,2020-04-12,Washington,WA,7797095,10586.0,10077.0,642.0,,191.0,,0.0,C,4/12/2020 00:00,509.0,,1.7,13255.0615
1884,2020-04-12,Wisconsin,WI,5851754,3341.0,3197.0,442.0,974.0,179.0,,0.0,A,4/12/2020 09:46,144.0,974.0,2.1,12288.6834
1885,2020-04-12,West Virginia,WV,1778070,611.0,587.0,81.0,,36.0,24.0,83.0,B,4/12/2020 17:00,8.0,,3.8,6756.665999999999
1886,2020-04-12,Wyoming,WY,567025,261.0,270.0,,40.0,,,137.0,A,4/11/2020 18:00,0.0,40.0,3.5,1984.5874999999999
1887,2020-04-11,Alaska,AK,734002,257.0,186.0,,31.0,,,63.0,A,4/11/2020 14:45,8.0,31.0,2.2,1614.8044
1888,2020-04-11,Alabama,AL,4908621,3191.0,3100.0,,402.0,,,0.0,B,4/11/2020 00:00,91.0,402.0,3.1,15216.725100000001
1889,2020-04-11,Arkansas,AR,3038999,1226.0,862.0,86.0,130.0,,33.0,340.0,A,4/11/2020 13:20,24.0,130.0,3.2,9724.7968
1890,2020-04-11,Arizona,AZ,7378494,3393.0,3285.0,,,,,0.0,B,4/11/2020 00:00,108.0,,1.9,14019.138599999998
1891,2020-04-11,California,CA,39937489,20615.0,20006.0,5236.0,,1591.0,,0.0,B,4/9/2020 00:00,609.0,,1.8,71887.4802
1892,2020-04-11,Colorado,CO,5845526,6510.0,6260.0,841.0,1312.0,,,0.0,A,4/10/2020 18:00,250.0,1312.0,1.9,11106.499399999999
1893,2020-04-11,Connecticut,CT,3563077,11510.0,11016.0,1593.0,,,,0.0,A,4/11/2020 15:30,494.0,,2.0,7126.154
1894,2020-04-11,District of Columbia,DC,720687,1778.0,1284.0,,,,,447.0,A,4/10/2020 10:00,47.0,,4.4,3171.0228
1895,2020-04-11,Delaware,DE,982895,1479.0,1255.0,190.0,,,,191.0,A,4/11/2020 13:30,33.0,,2.2,2162.369
1896,2020-04-11,Florida,FL,21992985,18494.0,18056.0,,2661.0,,,0.0,A,4/11/2020 11:30,438.0,2661.0,2.6,57181.761000000006
1897,2020-04-11,Georgia,GA,10736059,12159.0,11731.0,,2479.0,,,0.0,A,4/11/2020 11:28,428.0,2479.0,2.4,25766.541599999997
1898,2020-04-11,Hawaii,HI,1412687,465.0,173.0,,43.0,,,284.0,A,4/10/2020 18:00,8.0,43.0,1.9,2684.1052999999997
1899,2020-04-11,Iowa,IA,3179849,1510.0,891.0,118.0,,55.0,30.0,585.0,A,4/11/2020 00:00,34.0,,3.0,9539.547
1900,2020-04-11,Idaho,ID,1826156,1396.0,1371.0,,128.0,,,0.0,A,4/10/2020 19:00,25.0,128.0,1.9,3469.6964
1901,2020-04-11,Illinois,IL,12659682,19180.0,18503.0,3680.0,,1166.0,821.0,0.0,A,4/11/2020 00:00,677.0,,2.5,31649.205
1902,2020-04-11,Indiana,IN,6745354,7435.0,7105.0,,,820.0,497.0,0.0,B,4/10/2020 23:59,330.0,,2.7,18212.455800000003
1903,2020-04-11,Kansas,KS,2910357,1268.0,1213.0,,293.0,,,0.0,B,4/11/2020 11:00,55.0,293.0,3.3,9604.1781
1904,2020-04-11,Kentucky,KY,4499692,1693.0,1139.0,271.0,459.0,105.0,,464.0,A,4/10/2020 17:00,90.0,459.0,3.2,14399.0144
1905,2020-04-11,Louisiana,LA,4645184,20014.0,19208.0,2067.0,,,470.0,0.0,A,4/11/2020 13:00,806.0,,3.3,15329.1072
1906,2020-04-11,Massachusetts,MA,6976597,22766.0,21820.0,2507.0,2507.0,,,0.0,B,4/11/2020 12:30,946.0,2507.0,2.3,16046.173099999998
1907,2020-04-11,Maryland,MD,6083116,7694.0,7057.0,,1709.0,,,431.0,A,4/11/2020 10:00,206.0,1709.0,1.9,11557.920399999999
1908,2020-04-11,Maine,ME,1345790,616.0,341.0,,114.0,,,256.0,A,4/11/2020 11:00,19.0,114.0,2.5,3364.475
1909,2020-04-11,Michigan,MI,10045029,23993.0,22006.0,3636.0,,1582.0,1441.0,595.0,B,4/11/2020 11:00,1392.0,,2.5,25112.572500000002
1910,2020-04-11,Minnesota,MN,5700671,1427.0,634.0,145.0,340.0,69.0,,729.0,A,4/10/2020 17:00,64.0,340.0,2.5,14251.677500000002
1911,2020-04-11,Missouri,MO,6169270,4024.0,3915.0,506.0,,,,0.0,A,4/11/2020 15:00,109.0,,3.1,19124.737
1912,2020-04-11,Mississippi,MS,2989260,2642.0,2549.0,,528.0,,,0.0,A,4/10/2020 19:00,93.0,528.0,4.0,11957.04
1913,2020-04-11,Montana,MT,1086759,377.0,202.0,21.0,46.0,,,169.0,A,4/10/2020 00:00,6.0,46.0,3.3,3586.3046999999997
1914,2020-04-11,North Carolina,NC,10611862,4312.0,4232.0,362.0,,,,0.0,A,4/11/2020 11:00,80.0,,2.1,22284.9102
1915,2020-04-11,North Dakota,ND,761723,293.0,167.0,10.0,36.0,,,119.0,B,4/11/2020 13:00,7.0,36.0,4.3,3275.4089
1916,2020-04-11,Nebraska,NE,1952570,700.0,683.0,,,,,0.0,A,4/11/2020 14:00,17.0,,3.6,7029.2519999999995
1917,2020-04-11,New Hampshire,NH,1371246,885.0,629.0,,134.0,,,234.0,B,4/9/2020 09:00,22.0,134.0,2.1,2879.6166000000003
1918,2020-04-11,New Jersey,NJ,8936574,58151.0,55968.0,7618.0,,1746.0,1650.0,0.0,A,4/11/2020 13:00,2183.0,,2.4,21447.7776
1919,2020-04-11,New Mexico,NM,2096640,1091.0,837.0,75.0,,,18.0,235.0,A,4/10/2020 00:00,19.0,,1.8,3773.9519999999998
1920,2020-04-11,Nevada,NV,3139658,2700.0,2598.0,282.0,,,,0.0,A,4/11/2020 10:30,102.0,,2.1,6593.2818
1921,2020-04-11,New York,NY,19440469,180458.0,149806.0,18654.0,40679.0,5009.0,,22025.0,A,4/11/2020 00:00,8627.0,40679.0,2.7,52489.2663
1922,2020-04-11,Ohio,OH,11747694,6250.0,6003.0,,1859.0,,,0.0,B,4/11/2020 14:00,247.0,1859.0,2.8,32893.5432
1923,2020-04-11,Oklahoma,OK,3954821,1868.0,909.0,383.0,446.0,191.0,,865.0,B,4/11/2020 08:00,94.0,446.0,2.8,11073.4988
1924,2020-04-11,Oregon,OR,4301089,1371.0,1323.0,140.0,338.0,58.0,46.0,0.0,A,4/10/2020 11:00,48.0,338.0,1.6,6881.7424
1925,2020-04-11,Pennsylvania,PA,12820878,21655.0,21161.0,2115.0,,,639.0,0.0,A,4/11/2020 12:00,494.0,,2.9,37180.5462
1926,2020-04-11,Rhode Island,RI,1056161,2349.0,2258.0,183.0,,50.0,26.0,35.0,B,4/11/2020 00:00,56.0,,2.1,2217.9381000000003
1927,2020-04-11,South Carolina,SC,5210095,3207.0,3127.0,,496.0,,,0.0,B,4/11/2020 15:31,80.0,496.0,2.4,12504.228000000001
1928,2020-04-11,South Dakota,SD,903027,626.0,431.0,,33.0,,,189.0,A,4/10/2020 18:00,6.0,33.0,4.8,4334.5296
1929,2020-04-11,Tennessee,TN,6897576,5114.0,3627.0,,556.0,,,1386.0,A,4/11/2020 15:00,101.0,556.0,2.9,20002.9704
1930,2020-04-11,Texas,TX,29472295,12561.0,10690.0,1514.0,,,,1617.0,A,4/11/2020 12:40,254.0,,2.3,67786.27849999999
1931,2020-04-11,Utah,UT,3282115,2206.0,2188.0,,190.0,,,0.0,A,4/11/2020 15:00,18.0,190.0,1.8,5907.807
1932,2020-04-11,Virginia,VA,8626207,5077.0,4947.0,1252.0,,426.0,283.0,0.0,A,4/10/2020 17:00,130.0,,2.1,18115.0347
1933,2020-04-11,Vermont,VT,628061,711.0,671.0,77.0,,,,15.0,A,4/11/2020 00:00,25.0,,2.1,1318.9281
1934,2020-04-11,Washington,WA,7797095,10502.0,10008.0,649.0,,191.0,,0.0,C,4/11/2020 00:00,494.0,,1.7,13255.0615
1935,2020-04-11,Wisconsin,WI,5851754,3213.0,3076.0,444.0,950.0,179.0,,0.0,A,4/11/2020 01:00,137.0,950.0,2.1,12288.6834
1936,2020-04-11,West Virginia,WV,1778070,577.0,509.0,85.0,,40.0,22.0,63.0,B,4/11/2020 10:00,5.0,,3.8,6756.665999999999
1937,2020-04-11,Wyoming,WY,567025,261.0,132.0,,37.0,,,129.0,A,4/11/2020 18:00,0.0,37.0,3.5,1984.5874999999999
1938,2020-04-10,Alaska,AK,734002,246.0,184.0,,28.0,,,55.0,A,4/10/2020 15:30,7.0,28.0,2.2,1614.8044
1939,2020-04-10,Alabama,AL,4908621,2968.0,2888.0,,368.0,,,0.0,B,4/10/2020 00:00,80.0,368.0,3.1,15216.725100000001
1940,2020-04-10,Arkansas,AR,3038999,1171.0,836.0,86.0,130.0,,33.0,312.0,A,4/10/2020 14:36,23.0,130.0,3.2,9724.7968
1941,2020-04-10,Arizona,AZ,7378494,3112.0,3015.0,,,,,0.0,B,4/10/2020 00:00,97.0,,1.9,14019.138599999998
1942,2020-04-10,California,CA,39937489,19472.0,18931.0,2897.0,,1145.0,,0.0,B,4/9/2020 00:00,541.0,,1.8,71887.4802
1943,2020-04-10,Colorado,CO,5845526,6510.0,6260.0,842.0,1312.0,,,0.0,A,4/10/2020 01:59,250.0,1312.0,1.9,11106.499399999999
1944,2020-04-10,Connecticut,CT,3563077,10538.0,10090.0,1562.0,,,,0.0,A,4/10/2020 17:00,448.0,,2.0,7126.154
1945,2020-04-10,District of Columbia,DC,720687,1660.0,1196.0,,,,,426.0,A,4/10/2020 10:00,38.0,,4.4,3171.0228
1946,2020-04-10,Delaware,DE,982895,1326.0,1126.0,181.0,,,,177.0,A,4/10/2020 14:00,23.0,,2.2,2162.369
1947,2020-04-10,Florida,FL,21992985,17531.0,17141.0,,2487.0,,,0.0,A,4/10/2020 11:30,390.0,2487.0,2.6,57181.761000000006
1948,2020-04-10,Georgia,GA,10736059,11483.0,11067.0,,2351.0,,,0.0,A,4/10/2020 11:28,416.0,2351.0,2.4,25766.541599999997
1949,2020-04-10,Hawaii,HI,1412687,442.0,185.0,,42.0,,,251.0,A,4/9/2020 18:00,6.0,42.0,1.9,2684.1052999999997
1950,2020-04-10,Iowa,IA,3179849,1388.0,851.0,125.0,,55.0,30.0,506.0,A,4/10/2020 00:00,31.0,,3.0,9539.547
1951,2020-04-10,Idaho,ID,1826156,1353.0,1329.0,,127.0,,,0.0,A,4/9/2020 19:00,24.0,127.0,1.9,3469.6964
1952,2020-04-10,Illinois,IL,12659682,17887.0,17291.0,3680.0,,1166.0,821.0,0.0,A,4/10/2020 00:00,596.0,,2.5,31649.205
1953,2020-04-10,Indiana,IN,6745354,6907.0,6607.0,,,820.0,497.0,0.0,B,4/10/2020 10:00,300.0,,2.7,18212.455800000003
1954,2020-04-10,Kansas,KS,2910357,1166.0,1116.0,,274.0,,,0.0,B,4/10/2020 09:30,50.0,274.0,3.3,9604.1781
1955,2020-04-10,Kentucky,KY,4499692,1693.0,1139.0,271.0,459.0,105.0,,464.0,A,4/10/2020 17:00,90.0,459.0,3.2,14399.0144
1956,2020-04-10,Louisiana,LA,4645184,19253.0,18498.0,2054.0,,,479.0,0.0,A,4/10/2020 13:00,755.0,,3.3,15329.1072
1957,2020-04-10,Massachusetts,MA,6976597,20878.0,20046.0,2435.0,2435.0,,,0.0,B,4/10/2020 12:30,832.0,2435.0,2.3,16046.173099999998
1958,2020-04-10,Maryland,MD,6083116,6968.0,6400.0,,1413.0,,,397.0,A,4/10/2020 10:00,171.0,1413.0,1.9,11557.920399999999
1959,2020-04-10,Maine,ME,1345790,586.0,323.0,,111.0,,,246.0,A,4/10/2020 12:00,17.0,111.0,2.5,3364.475
1960,2020-04-10,Michigan,MI,10045029,22783.0,21446.0,3823.0,,1663.0,1394.0,56.0,B,4/10/2020 11:00,1281.0,,2.5,25112.572500000002
1961,2020-04-10,Minnesota,MN,5700671,1336.0,604.0,143.0,317.0,64.0,,675.0,A,4/9/2020 17:00,57.0,317.0,2.5,14251.677500000002
1962,2020-04-10,Missouri,MO,6169270,3799.0,3703.0,568.0,,,,0.0,A,4/10/2020 15:00,96.0,,3.1,19124.737
1963,2020-04-10,Mississippi,MS,2989260,2469.0,2387.0,,482.0,,,0.0,A,4/9/2020 19:00,82.0,482.0,4.0,11957.04
1964,2020-04-10,Montana,MT,1086759,365.0,194.0,29.0,41.0,,,165.0,A,4/10/2020 11:25,6.0,41.0,3.3,3586.3046999999997
1965,2020-04-10,North Carolina,NC,10611862,3908.0,3834.0,423.0,,,,0.0,A,4/10/2020 11:00,74.0,,2.1,22284.9102
1966,2020-04-10,North Dakota,ND,761723,278.0,167.0,13.0,36.0,,,105.0,B,4/10/2020 13:00,6.0,36.0,4.3,3275.4089
1967,2020-04-10,Nebraska,NE,1952570,635.0,620.0,,,,,0.0,A,4/10/2020 13:50,15.0,,3.6,7029.2519999999995
1968,2020-04-10,New Hampshire,NH,1371246,819.0,564.0,,124.0,,,234.0,B,4/9/2020 09:00,21.0,124.0,2.1,2879.6166000000003
1969,2020-04-10,New Jersey,NJ,8936574,54588.0,51974.0,7570.0,,1679.0,1663.0,682.0,A,4/10/2020 13:00,1932.0,,2.4,21447.7776
1970,2020-04-10,New Mexico,NM,2096640,1091.0,855.0,73.0,,,18.0,217.0,A,4/10/2020 00:00,19.0,,1.8,3773.9519999999998
1971,2020-04-10,Nevada,NV,3139658,2584.0,2498.0,282.0,,,,0.0,A,4/10/2020 10:30,86.0,,2.1,6593.2818
1972,2020-04-10,New York,NY,19440469,170512.0,142419.0,18569.0,38818.0,4908.0,,20249.0,A,4/10/2020 00:00,7844.0,38818.0,2.7,52489.2663
1973,2020-04-10,Ohio,OH,11747694,5878.0,5647.0,,1755.0,,,0.0,B,4/10/2020 14:00,231.0,1755.0,2.8,32893.5432
1974,2020-04-10,Oklahoma,OK,3954821,1794.0,916.0,186.0,428.0,122.0,,790.0,B,4/10/2020 08:00,88.0,428.0,2.8,11073.4988
1975,2020-04-10,Oregon,OR,4301089,1321.0,1277.0,146.0,326.0,66.0,54.0,0.0,A,4/9/2020 11:00,44.0,326.0,1.6,6881.7424
1976,2020-04-10,Pennsylvania,PA,12820878,19979.0,19563.0,2072.0,,,611.0,0.0,A,4/10/2020 12:00,416.0,,2.9,37180.5462
1977,2020-04-10,Rhode Island,RI,1056161,2015.0,1931.0,169.0,,45.0,26.0,35.0,B,4/10/2020 00:00,49.0,,2.1,2217.9381000000003
1978,2020-04-10,South Carolina,SC,5210095,3065.0,2993.0,,496.0,,,0.0,B,4/10/2020 15:49,72.0,496.0,2.4,12504.228000000001
1979,2020-04-10,South Dakota,SD,903027,536.0,353.0,,29.0,,,177.0,A,4/9/2020 18:00,6.0,29.0,4.8,4334.5296
1980,2020-04-10,Tennessee,TN,6897576,4862.0,3619.0,,536.0,,,1145.0,A,4/10/2020 15:00,98.0,536.0,2.9,20002.9704
1981,2020-04-10,Texas,TX,29472295,11671.0,10079.0,1532.0,,,,1366.0,A,4/10/2020 13:00,226.0,,2.3,67786.27849999999
1982,2020-04-10,Utah,UT,3282115,2102.0,2085.0,,183.0,,,0.0,A,4/10/2020 15:00,17.0,183.0,1.8,5907.807
1983,2020-04-10,Virginia,VA,8626207,4509.0,4388.0,1238.0,772.0,457.0,287.0,0.0,A,4/10/2020 09:00,121.0,772.0,2.1,18115.0347
1984,2020-04-10,Vermont,VT,628061,679.0,640.0,32.0,,,,15.0,A,4/10/2020 11:00,24.0,,2.1,1318.9281
1985,2020-04-10,Washington,WA,7797095,10348.0,9872.0,642.0,,191.0,,0.0,C,4/10/2020 00:00,476.0,,1.7,13255.0615
1986,2020-04-10,Wisconsin,WI,5851754,3068.0,2940.0,,904.0,190.0,,0.0,A,4/10/2020 16:00,128.0,904.0,2.1,12288.6834
1987,2020-04-10,West Virginia,WV,1778070,554.0,486.0,85.0,,20.0,22.0,63.0,B,4/10/2020 10:00,5.0,,3.8,6756.665999999999
